plate,prev2,prev1,actual,pred1_1st,pred1_2nd,p_actual_1st,p_actual_2nd,correct_1st,correct_2nd
TN41WG3978,,CAM_14,CAM_10,CAM_01,CAM_01,0.13302752293577982,0.13302752293577982,False,False
TN15PP7903,,CAM_06,CAM_20,CAM_11,CAM_11,0.0,0.0,False,False
TN90ED4759,,CAM_22,CAM_27,CAM_14,CAM_14,0.11,0.11,False,False
TN60KB2398,,CAM_25,CAM_07,CAM_15,CAM_15,0.0,0.0,False,False
TN25DM8111,,CAM_16,CAM_07,CAM_20,CAM_20,0.0,0.0,False,False
TN64JX5865,,CAM_06,CAM_14,CAM_11,CAM_11,0.11764705882352941,0.11764705882352941,False,False
TN08ZR7299,,CAM_11,CAM_10,CAM_02,CAM_02,0.0,0.0,False,False
TN11UM3352,,CAM_26,CAM_14,CAM_22,CAM_22,0.0,0.0,False,False
TN68AL4366,,CAM_27,CAM_28,CAM_02,CAM_02,0.1073170731707317,0.1073170731707317,False,False
TN74QH6759,,CAM_06,CAM_11,CAM_11,CAM_11,0.3333333333333333,0.3333333333333333,True,True
TN54ZT8152,,CAM_22,CAM_13,CAM_14,CAM_14,0.0,0.0,False,False
TN02FE8902,CAM_11,CAM_02,CAM_22,CAM_22,CAM_22,0.6201550387596899,1.0,True,True
TN08XS5534,CAM_10,CAM_30,CAM_13,CAM_20,CAM_20,0.0,0.0,False,False
TN88TE2722,,CAM_18,CAM_14,CAM_15,CAM_15,0.11904761904761904,0.11904761904761904,False,False
TN95RT2236,CAM_27,CAM_28,CAM_06,CAM_08,CAM_08,0.20161290322580644,0.13333333333333333,False,False
TN54VL3828,,CAM_17,CAM_07,CAM_30,CAM_30,0.0,0.0,False,False
TN35SW9557,,CAM_01,CAM_27,CAM_11,CAM_11,0.0,0.0,False,False
TN77NB8681,,CAM_22,CAM_19,CAM_14,CAM_14,0.0,0.0,False,False
TN92QL8656,,CAM_26,CAM_12,CAM_22,CAM_22,0.0,0.0,False,False
TN15MN9169,,CAM_10,CAM_30,CAM_30,CAM_30,0.5943775100401606,0.5943775100401606,True,True
TN47ES2559,,CAM_20,CAM_01,CAM_01,CAM_01,0.14485981308411214,0.14485981308411214,True,True
TN31AF2906,CAM_13,CAM_28,CAM_08,CAM_08,CAM_08,0.27419354838709675,1.0,True,True
TN27UH1813,,CAM_14,CAM_20,CAM_01,CAM_01,0.0,0.0,False,False
TN37HP6615,CAM_01,CAM_28,CAM_08,CAM_08,CAM_09,0.27419354838709675,0.2631578947368421,True,False
TN84ND1568,,CAM_14,CAM_20,CAM_01,CAM_01,0.0,0.0,False,False
TN80DL2837,,CAM_26,CAM_10,CAM_22,CAM_22,0.0,0.0,False,False
TN24EV1372,,CAM_08,CAM_13,CAM_11,CAM_11,0.0,0.0,False,False
TN30QR4836,,CAM_29,CAM_10,CAM_27,CAM_27,0.0,0.0,False,False
TN37MS2605,,CAM_22,CAM_10,CAM_14,CAM_14,0.0,0.0,False,False
TN62RQ1558,,CAM_22,CAM_28,CAM_14,CAM_14,0.0,0.0,False,False
TN68FQ7863,,CAM_27,CAM_20,CAM_02,CAM_02,0.0,0.0,False,False
TN95WH8328,CAM_27,CAM_02,CAM_22,CAM_22,CAM_22,0.6201550387596899,1.0,True,True
TN78UF4719,,CAM_10,CAM_14,CAM_30,CAM_30,0.09236947791164658,0.09236947791164658,False,False
TN49TX7790,,CAM_18,CAM_14,CAM_15,CAM_15,0.11904761904761904,0.11904761904761904,False,False
TN09WT1157,,CAM_19,CAM_27,CAM_10,CAM_10,0.0,0.0,False,False
TN74NM2081,,CAM_27,CAM_25,CAM_02,CAM_02,0.0,0.0,False,False
TN05ZZ6888,,CAM_27,CAM_01,CAM_02,CAM_02,0.0,0.0,False,False
TN71UK4021,,CAM_14,CAM_21,CAM_01,CAM_01,0.0,0.0,False,False
TN69UM5828,,CAM_27,CAM_13,CAM_02,CAM_02,0.0,0.0,False,False
TN28WX5036,,CAM_22,CAM_28,CAM_14,CAM_14,0.0,0.0,False,False
TN68TF4462,,CAM_01,CAM_27,CAM_11,CAM_11,0.0,0.0,False,False
TN14DB6122,,CAM_18,CAM_20,CAM_15,CAM_15,0.0,0.0,False,False
TN47ZB7690,,CAM_17,CAM_30,CAM_30,CAM_30,0.6136363636363636,0.6136363636363636,True,True
TN27MW3405,,CAM_24,CAM_02,CAM_27,CAM_27,0.0,0.0,False,False
TN80LT2856,,CAM_10,CAM_30,CAM_30,CAM_30,0.5943775100401606,0.5943775100401606,True,True
TN08PP6351,,CAM_10,CAM_29,CAM_30,CAM_30,0.0,0.0,False,False
TN71VP2654,,CAM_01,CAM_20,CAM_11,CAM_11,0.0,0.0,False,False
TN08QC4782,,CAM_14,CAM_29,CAM_01,CAM_01,0.0,0.0,False,False
TN22MX8231,,CAM_29,CAM_14,CAM_27,CAM_27,0.0,0.0,False,False
TN09RV6523,,CAM_02,CAM_26,CAM_22,CAM_22,0.0,0.0,False,False
TN60UG7728,,CAM_22,CAM_13,CAM_14,CAM_14,0.0,0.0,False,False
TN07RE2581,,CAM_27,CAM_06,CAM_02,CAM_02,0.0,0.0,False,False
TN18JN9919,,CAM_13,CAM_20,CAM_11,CAM_11,0.0,0.0,False,False
TN63LN3676,,CAM_03,CAM_29,CAM_27,CAM_27,0.0,0.0,False,False
TN59WT3009,,CAM_13,CAM_14,CAM_11,CAM_11,0.19444444444444445,0.19444444444444445,False,False
TN57FD7519,,CAM_29,CAM_20,CAM_27,CAM_27,0.0,0.0,False,False
TN70QL1246,,CAM_10,CAM_14,CAM_30,CAM_30,0.09236947791164658,0.09236947791164658,False,False
TN07BK6604,,CAM_22,CAM_14,CAM_14,CAM_14,0.14,0.14,True,True
TN07ST1357,,CAM_01,CAM_11,CAM_11,CAM_11,0.2534562211981567,0.2534562211981567,True,True
TN37GW3563,,CAM_14,CAM_09,CAM_01,CAM_01,0.0,0.0,False,False
TN88FB3230,,CAM_08,CAM_11,CAM_11,CAM_11,0.21739130434782608,0.21739130434782608,True,True
TN07ZP9563,,CAM_03,CAM_05,CAM_27,CAM_27,0.0,0.0,False,False
TN65AC5256,,CAM_18,CAM_15,CAM_15,CAM_15,0.23809523809523808,0.23809523809523808,True,True
TN86WY3703,,CAM_22,CAM_26,CAM_14,CAM_14,0.0,0.0,False,False
TN69VX9307,,CAM_21,CAM_01,CAM_11,CAM_11,0.15555555555555556,0.15555555555555556,False,False
TN07UK5659,,CAM_27,CAM_05,CAM_02,CAM_02,0.0,0.0,False,False
TN25QP2222,,CAM_30,CAM_06,CAM_20,CAM_20,0.0,0.0,False,False
TN35HE2068,,CAM_14,CAM_11,CAM_01,CAM_01,0.0,0.0,False,False
TN22WE9897,,CAM_04,CAM_19,CAM_15,CAM_15,0.0,0.0,False,False
TN18DJ2285,,CAM_29,CAM_01,CAM_27,CAM_27,0.14285714285714285,0.14285714285714285,False,False
TN58JJ9070,,CAM_02,CAM_28,CAM_22,CAM_22,0.0,0.0,False,False
TN84SY8505,,CAM_13,CAM_19,CAM_11,CAM_11,0.0,0.0,False,False
TN79JE6791,,CAM_28,CAM_11,CAM_08,CAM_08,0.0,0.0,False,False
TN67AW7282,,CAM_27,CAM_10,CAM_02,CAM_02,0.0,0.0,False,False
TN86EE3818,,CAM_20,CAM_01,CAM_01,CAM_01,0.14485981308411214,0.14485981308411214,True,True
TN82NN4325,,CAM_27,CAM_02,CAM_02,CAM_02,0.17073170731707318,0.17073170731707318,True,True
TN50CK8574,,CAM_25,CAM_10,CAM_15,CAM_15,0.0,0.0,False,False
TN33YU6111,,CAM_14,CAM_29,CAM_01,CAM_01,0.0,0.0,False,False
TN54QQ4935,,CAM_12,CAM_15,CAM_15,CAM_15,0.19642857142857142,0.19642857142857142,True,True
TN31AF2906,,CAM_13,CAM_28,CAM_11,CAM_11,0.0,0.0,False,False
TN46MC1591,,CAM_14,CAM_20,CAM_01,CAM_01,0.0,0.0,False,False
TN01GY9959,,CAM_22,CAM_10,CAM_14,CAM_14,0.0,0.0,False,False
TN45CW1293,,CAM_28,CAM_09,CAM_08,CAM_08,0.1693548387096774,0.1693548387096774,False,False
TN19VQ9178,CAM_28,CAM_11,CAM_02,CAM_02,CAM_02,0.4764705882352941,0.6428571428571429,True,True
TN07UX1092,,CAM_18,CAM_20,CAM_15,CAM_15,0.0,0.0,False,False
TN47UB7683,,CAM_29,CAM_02,CAM_27,CAM_27,0.0,0.0,False,False
TN25EX1611,,CAM_14,CAM_01,CAM_01,CAM_01,0.16055045871559634,0.16055045871559634,True,True
TN57UG9584,,CAM_01,CAM_11,CAM_11,CAM_11,0.2534562211981567,0.2534562211981567,True,True
TN58HR2629,,CAM_30,CAM_14,CAM_20,CAM_20,0.0,0.0,False,False
TN48GT8779,,CAM_09,CAM_10,CAM_11,CAM_11,0.08888888888888889,0.08888888888888889,False,False
TN19ZC7278,,CAM_01,CAM_14,CAM_11,CAM_11,0.0,0.0,False,False
TN27PN9172,,CAM_20,CAM_10,CAM_01,CAM_01,0.0,0.0,False,False
TN88XF4810,CAM_21,CAM_11,CAM_02,CAM_02,CAM_02,0.4764705882352941,0.5454545454545454,True,True
TN11DX7686,,CAM_10,CAM_19,CAM_30,CAM_30,0.0,0.0,False,False
TN03AY7461,,CAM_10,CAM_19,CAM_30,CAM_30,0.0,0.0,False,False
TN64VD3499,,CAM_23,CAM_15,CAM_22,CAM_22,0.11538461538461539,0.11538461538461539,False,False
TN78ET2995,,CAM_16,CAM_10,CAM_20,CAM_20,0.0,0.0,False,False
TN07CB4016,CAM_10,CAM_30,CAM_20,CAM_20,CAM_20,0.25316455696202533,0.23255813953488372,True,True
TN11PE7876,,CAM_14,CAM_01,CAM_01,CAM_01,0.16055045871559634,0.16055045871559634,True,True
TN66GU9875,,CAM_22,CAM_30,CAM_14,CAM_14,0.0,0.0,False,False
TN52RG3674,,CAM_30,CAM_29,CAM_20,CAM_20,0.0,0.0,False,False
TN09DS8927,,CAM_10,CAM_14,CAM_30,CAM_30,0.09236947791164658,0.09236947791164658,False,False
TN29HY2163,,CAM_21,CAM_29,CAM_11,CAM_11,0.0,0.0,False,False
TN55KM8429,,CAM_26,CAM_27,CAM_22,CAM_22,0.13043478260869565,0.13043478260869565,False,False
TN91QP2575,CAM_07,CAM_30,CAM_20,CAM_20,CAM_20,0.25316455696202533,1.0,True,True
TN22FU8228,,CAM_20,CAM_01,CAM_01,CAM_01,0.14485981308411214,0.14485981308411214,True,True
TN99PS5422,,CAM_25,CAM_07,CAM_15,CAM_15,0.0,0.0,False,False
TN16MK1535,,CAM_10,CAM_07,CAM_30,CAM_30,0.0,0.0,False,False
TN53PW4379,,CAM_07,CAM_30,CAM_15,CAM_15,0.1276595744680851,0.1276595744680851,False,False
TN98GR3486,,CAM_07,CAM_27,CAM_15,CAM_15,0.0,0.0,False,False
TN91KV6027,,CAM_27,CAM_28,CAM_02,CAM_02,0.1073170731707317,0.1073170731707317,False,False
TN23AJ3788,,CAM_22,CAM_28,CAM_14,CAM_14,0.0,0.0,False,False
TN29ES4611,,CAM_18,CAM_24,CAM_15,CAM_15,0.0,0.0,False,False
TN12ZB2502,,CAM_14,CAM_01,CAM_01,CAM_01,0.16055045871559634,0.16055045871559634,True,True
TN40NU9844,,CAM_27,CAM_19,CAM_02,CAM_02,0.0,0.0,False,False
TN85ZA6672,,CAM_17,CAM_30,CAM_30,CAM_30,0.6136363636363636,0.6136363636363636,True,True
TN47XJ9036,,CAM_22,CAM_27,CAM_14,CAM_14,0.11,0.11,False,False
TN07ZG3155,,CAM_28,CAM_20,CAM_08,CAM_08,0.0,0.0,False,False
TN11PW7464,,CAM_14,CAM_01,CAM_01,CAM_01,0.16055045871559634,0.16055045871559634,True,True
TN77PD2495,,CAM_01,CAM_11,CAM_11,CAM_11,0.2534562211981567,0.2534562211981567,True,True
TN78FW9660,CAM_11,CAM_02,CAM_22,CAM_22,CAM_22,0.6201550387596899,1.0,True,True
TN80HB1244,CAM_27,CAM_02,CAM_22,CAM_22,CAM_22,0.6201550387596899,1.0,True,True
TN07LJ2573,,CAM_02,CAM_23,CAM_22,CAM_22,0.0,0.0,False,False
TN96YD1543,,CAM_20,CAM_14,CAM_01,CAM_01,0.13551401869158877,0.13551401869158877,False,False
TN55WT5879,CAM_27,CAM_02,CAM_22,CAM_22,CAM_22,0.6201550387596899,1.0,True,True
TN48SS6987,,CAM_14,CAM_06,CAM_01,CAM_01,0.0,0.0,False,False
TN50DF2341,,CAM_19,CAM_14,CAM_10,CAM_10,0.08108108108108109,0.08108108108108109,False,False
TN42FU4776,,CAM_06,CAM_11,CAM_11,CAM_11,0.3333333333333333,0.3333333333333333,True,True
TN51BP6181,,CAM_23,CAM_30,CAM_22,CAM_22,0.0,0.0,False,False
TN78ZG9639,CAM_01,CAM_11,CAM_27,CAM_02,CAM_02,0.29411764705882354,0.2978723404255319,False,False
TN11MR8103,CAM_13,CAM_11,CAM_27,CAM_02,CAM_02,0.29411764705882354,0.2,False,False
TN11HX7735,,CAM_12,CAM_22,CAM_15,CAM_15,0.16071428571428573,0.16071428571428573,False,False
TN22WX3731,,CAM_01,CAM_11,CAM_11,CAM_11,0.2534562211981567,0.2534562211981567,True,True
TN48JU6260,,CAM_30,CAM_17,CAM_20,CAM_20,0.0,0.0,False,False
TN56VY9940,,CAM_03,CAM_28,CAM_27,CAM_27,0.0,0.0,False,False
TN28JR7534,,CAM_14,CAM_20,CAM_01,CAM_01,0.0,0.0,False,False
TN56VX9030,,CAM_10,CAM_27,CAM_30,CAM_30,0.0,0.0,False,False
TN69KN8705,,CAM_01,CAM_11,CAM_11,CAM_11,0.2534562211981567,0.2534562211981567,True,True
TN68UC8638,,CAM_05,CAM_26,CAM_10,CAM_10,0.0,0.0,False,False
TN85DJ8384,,CAM_01,CAM_03,CAM_11,CAM_11,0.0,0.0,False,False
TN15NS1532,CAM_21,CAM_11,CAM_27,CAM_02,CAM_02,0.29411764705882354,0.45454545454545453,False,False
TN93AD4762,,CAM_09,CAM_04,CAM_11,CAM_11,0.08888888888888889,0.08888888888888889,False,False
TN25FP9366,,CAM_14,CAM_27,CAM_01,CAM_01,0.0,0.0,False,False
TN58GD1902,,CAM_19,CAM_01,CAM_10,CAM_10,0.10810810810810811,0.10810810810810811,False,False
TN80CK3389,,CAM_26,CAM_27,CAM_22,CAM_22,0.13043478260869565,0.13043478260869565,False,False
TN32VK2864,,CAM_14,CAM_27,CAM_01,CAM_01,0.0,0.0,False,False
TN27TD8372,,CAM_01,CAM_11,CAM_11,CAM_11,0.2534562211981567,0.2534562211981567,True,True
TN61RR9705,,CAM_22,CAM_27,CAM_14,CAM_14,0.11,0.11,False,False
TN92BU6649,,CAM_09,CAM_01,CAM_11,CAM_11,0.0,0.0,False,False
TN39EJ9638,,CAM_13,CAM_11,CAM_11,CAM_11,0.19444444444444445,0.19444444444444445,True,True
TN04TR6328,CAM_27,CAM_28,CAM_06,CAM_08,CAM_08,0.20161290322580644,0.13333333333333333,False,False
TN08NJ2505,,CAM_10,CAM_20,CAM_30,CAM_30,0.0,0.0,False,False
TN26SC6559,,CAM_27,CAM_13,CAM_02,CAM_02,0.0,0.0,False,False
TN07UY8735,,CAM_22,CAM_20,CAM_14,CAM_14,0.11,0.11,False,False
TN75RQ3252,CAM_11,CAM_02,CAM_22,CAM_22,CAM_22,0.6201550387596899,1.0,True,True
TN83RC3327,CAM_12,CAM_30,CAM_20,CAM_20,CAM_20,0.25316455696202533,1.0,True,True
TN08SC4832,,CAM_20,CAM_19,CAM_01,CAM_01,0.0,0.0,False,False
TN01ZA4207,,CAM_22,CAM_14,CAM_14,CAM_14,0.14,0.14,True,True
TN99CM5362,,CAM_12,CAM_15,CAM_15,CAM_15,0.19642857142857142,0.19642857142857142,True,True
TN70ZM2427,CAM_06,CAM_11,CAM_02,CAM_02,CAM_02,0.4764705882352941,0.5384615384615384,True,True
TN26VS2026,CAM_17,CAM_30,CAM_13,CAM_20,CAM_20,0.0,0.0,False,False
TN66WE2207,,CAM_07,CAM_19,CAM_15,CAM_15,0.0,0.0,False,False
TN70ZM2427,,CAM_06,CAM_11,CAM_11,CAM_11,0.3333333333333333,0.3333333333333333,True,True
TN03TV1023,,CAM_05,CAM_27,CAM_10,CAM_10,0.0,0.0,False,False
TN40KZ4720,,CAM_01,CAM_16,CAM_11,CAM_11,0.0,0.0,False,False
TN08DY8029,CAM_11,CAM_02,CAM_22,CAM_22,CAM_22,0.6201550387596899,1.0,True,True
TN26KN9882,,CAM_18,CAM_19,CAM_15,CAM_15,0.0,0.0,False,False
TN29DQ1472,,CAM_07,CAM_14,CAM_15,CAM_15,0.0,0.0,False,False
TN14FV7235,,CAM_01,CAM_28,CAM_11,CAM_11,0.1152073732718894,0.1152073732718894,False,False
TN54AH8366,,CAM_10,CAM_06,CAM_30,CAM_30,0.0,0.0,False,False
TN62DZ3101,,CAM_03,CAM_23,CAM_27,CAM_27,0.0,0.0,False,False
TN51VT7128,CAM_18,CAM_28,CAM_06,CAM_08,CAM_06,0.20161290322580644,1.0,False,True
TN44QR2965,,CAM_17,CAM_30,CAM_30,CAM_30,0.6136363636363636,0.6136363636363636,True,True
TN99JL4569,,CAM_11,CAM_10,CAM_02,CAM_02,0.0,0.0,False,False
TN80EX1599,CAM_11,CAM_02,CAM_22,CAM_22,CAM_22,0.6201550387596899,1.0,True,True
TN47LG4905,CAM_21,CAM_11,CAM_27,CAM_02,CAM_02,0.29411764705882354,0.45454545454545453,False,False
TN37DN5299,,CAM_16,CAM_10,CAM_20,CAM_20,0.0,0.0,False,False
TN84DK9656,,CAM_20,CAM_22,CAM_01,CAM_01,0.11214953271028037,0.11214953271028037,False,False
TN23XV9421,,CAM_26,CAM_06,CAM_22,CAM_22,0.0,0.0,False,False
TN81ZD7905,,CAM_09,CAM_06,CAM_11,CAM_11,0.0,0.0,False,False
TN86CX6615,,CAM_12,CAM_01,CAM_15,CAM_15,0.0,0.0,False,False
TN88ZD8907,,CAM_01,CAM_05,CAM_11,CAM_11,0.0,0.0,False,False
TN64NA3251,,CAM_19,CAM_09,CAM_10,CAM_10,0.0,0.0,False,False
TN24YK2417,,CAM_02,CAM_03,CAM_22,CAM_22,0.0,0.0,False,False
TN50DB2003,,CAM_05,CAM_27,CAM_10,CAM_10,0.0,0.0,False,False
TN73HG5412,,CAM_01,CAM_11,CAM_11,CAM_11,0.2534562211981567,0.2534562211981567,True,True
TN62ZF8433,CAM_15,CAM_28,CAM_09,CAM_08,CAM_08,0.1693548387096774,0.125,False,False
TN30YG9366,CAM_27,CAM_28,CAM_08,CAM_08,CAM_08,0.27419354838709675,0.4666666666666667,True,True
TN19WA6010,,CAM_04,CAM_22,CAM_15,CAM_15,0.0,0.0,False,False
TN66EY3788,,CAM_27,CAM_01,CAM_02,CAM_02,0.0,0.0,False,False
TN57BC4802,,CAM_27,CAM_20,CAM_02,CAM_02,0.0,0.0,False,False
TN79EH7062,,CAM_16,CAM_26,CAM_20,CAM_20,0.0,0.0,False,False
TN15GV7677,,CAM_07,CAM_28,CAM_15,CAM_15,0.0,0.0,False,False
TN14XJ7467,,CAM_20,CAM_17,CAM_01,CAM_01,0.0,0.0,False,False
TN90AW2857,,CAM_15,CAM_11,CAM_01,CAM_01,0.13846153846153847,0.13846153846153847,False,False
TN63RL1893,,CAM_10,CAM_23,CAM_30,CAM_30,0.0,0.0,False,False
TN89NF2102,,CAM_14,CAM_01,CAM_01,CAM_01,0.16055045871559634,0.16055045871559634,True,True
TN08RK3655,,CAM_06,CAM_20,CAM_11,CAM_11,0.0,0.0,False,False
TN58HZ5563,,CAM_04,CAM_15,CAM_15,CAM_15,0.23404255319148937,0.23404255319148937,True,True
TN86KA9927,,CAM_21,CAM_11,CAM_11,CAM_11,0.4,0.4,True,True
TN10HH2454,,CAM_27,CAM_10,CAM_02,CAM_02,0.0,0.0,False,False
TN98CY7584,,CAM_07,CAM_10,CAM_15,CAM_15,0.10638297872340426,0.10638297872340426,False,False
TN96LH1621,,CAM_16,CAM_24,CAM_20,CAM_20,0.0,0.0,False,False
TN28BT1986,,CAM_22,CAM_19,CAM_14,CAM_14,0.0,0.0,False,False
TN07TB8304,,CAM_06,CAM_28,CAM_11,CAM_11,0.0,0.0,False,False
TN27XT6752,,CAM_22,CAM_14,CAM_14,CAM_14,0.14,0.14,True,True
TN36RK8705,,CAM_13,CAM_14,CAM_11,CAM_11,0.19444444444444445,0.19444444444444445,False,False
TN43HV3778,,CAM_11,CAM_10,CAM_02,CAM_02,0.0,0.0,False,False
TN13DB8328,,CAM_12,CAM_10,CAM_15,CAM_15,0.0,0.0,False,False
TN03QD2750,,CAM_20,CAM_22,CAM_01,CAM_01,0.11214953271028037,0.11214953271028037,False,False
TN58PD4656,,CAM_03,CAM_20,CAM_27,CAM_27,0.0,0.0,False,False
TN38EK3090,,CAM_25,CAM_30,CAM_15,CAM_15,0.16071428571428573,0.16071428571428573,False,False
TN72HB3809,CAM_01,CAM_28,CAM_09,CAM_08,CAM_09,0.1693548387096774,0.42105263157894735,False,True
TN01CR6478,,CAM_21,CAM_10,CAM_11,CAM_11,0.0,0.0,False,False
TN63HH3595,CAM_10,CAM_30,CAM_06,CAM_20,CAM_20,0.0,0.0,False,False
TN91ED1359,,CAM_14,CAM_04,CAM_01,CAM_01,0.0,0.0,False,False
TN64NZ8804,,CAM_25,CAM_16,CAM_15,CAM_15,0.0,0.0,False,False
TN19AE8484,,CAM_22,CAM_29,CAM_14,CAM_14,0.0,0.0,False,False
TN89RY5853,,CAM_22,CAM_20,CAM_14,CAM_14,0.11,0.11,False,False
TN44QT5511,,CAM_20,CAM_22,CAM_01,CAM_01,0.11214953271028037,0.11214953271028037,False,False
TN95NH8959,,CAM_01,CAM_23,CAM_11,CAM_11,0.0,0.0,False,False
TN99KB2385,,CAM_20,CAM_27,CAM_01,CAM_01,0.0,0.0,False,False
TN73NJ5437,,CAM_20,CAM_01,CAM_01,CAM_01,0.14485981308411214,0.14485981308411214,True,True
TN94KD6247,,CAM_14,CAM_12,CAM_01,CAM_01,0.0,0.0,False,False
TN76ML5430,,CAM_22,CAM_16,CAM_14,CAM_14,0.0,0.0,False,False
TN35QH6769,,CAM_27,CAM_01,CAM_02,CAM_02,0.0,0.0,False,False
TN75DG5893,CAM_27,CAM_02,CAM_22,CAM_22,CAM_22,0.6201550387596899,1.0,True,True
TN12SK5761,,CAM_12,CAM_30,CAM_15,CAM_15,0.10714285714285714,0.10714285714285714,False,False
TN60SP6525,,CAM_22,CAM_01,CAM_14,CAM_14,0.0,0.0,False,False
TN21SG4032,,CAM_16,CAM_26,CAM_20,CAM_20,0.0,0.0,False,False
TN89NX2847,CAM_10,CAM_30,CAM_29,CAM_20,CAM_20,0.0,0.0,False,False
TN59PB5870,CAM_11,CAM_02,CAM_22,CAM_22,CAM_22,0.6201550387596899,1.0,True,True
TN30WD7960,CAM_12,CAM_15,CAM_28,CAM_01,CAM_28,0.23076923076923078,0.42857142857142855,False,True
TN84WE3501,,CAM_01,CAM_11,CAM_11,CAM_11,0.2534562211981567,0.2534562211981567,True,True
TN84YS7087,,CAM_24,CAM_28,CAM_27,CAM_27,0.11428571428571428,0.11428571428571428,False,False
TN01MX7949,,CAM_01,CAM_14,CAM_11,CAM_11,0.0,0.0,False,False
TN54HU6882,,CAM_27,CAM_01,CAM_02,CAM_02,0.0,0.0,False,False
TN18LL9272,,CAM_14,CAM_20,CAM_01,CAM_01,0.0,0.0,False,False
TN51QK1494,,CAM_07,CAM_16,CAM_15,CAM_15,0.0,0.0,False,False
TN34XF3776,,CAM_23,CAM_15,CAM_22,CAM_22,0.11538461538461539,0.11538461538461539,False,False
TN99YJ7531,,CAM_19,CAM_01,CAM_10,CAM_10,0.10810810810810811,0.10810810810810811,False,False
TN98TC1829,,CAM_12,CAM_14,CAM_15,CAM_15,0.0,0.0,False,False
TN76VR9969,,CAM_21,CAM_29,CAM_11,CAM_11,0.0,0.0,False,False
TN90FF1771,,CAM_05,CAM_13,CAM_10,CAM_10,0.0,0.0,False,False
TN31GC9854,,CAM_14,CAM_19,CAM_01,CAM_01,0.0,0.0,False,False
TN88NQ1420,,CAM_01,CAM_10,CAM_11,CAM_11,0.14285714285714285,0.14285714285714285,False,False
TN64GX1702,,CAM_22,CAM_27,CAM_14,CAM_14,0.11,0.11,False,False
TN81CN4937,,CAM_04,CAM_22,CAM_15,CAM_15,0.0,0.0,False,False
TN13MS2268,,CAM_29,CAM_10,CAM_27,CAM_27,0.0,0.0,False,False
TN84WU3376,,CAM_26,CAM_27,CAM_22,CAM_22,0.13043478260869565,0.13043478260869565,False,False
TN81AA2393,,CAM_14,CAM_01,CAM_01,CAM_01,0.16055045871559634,0.16055045871559634,True,True
TN02QM2868,CAM_17,CAM_30,CAM_01,CAM_20,CAM_20,0.11392405063291139,0.0,False,False
TN66UY3418,,CAM_01,CAM_20,CAM_11,CAM_11,0.0,0.0,False,False
TN29PH7081,,CAM_10,CAM_30,CAM_30,CAM_30,0.5943775100401606,0.5943775100401606,True,True
TN63CP7986,,CAM_27,CAM_30,CAM_02,CAM_02,0.0,0.0,False,False
TN56BR5970,,CAM_22,CAM_27,CAM_14,CAM_14,0.11,0.11,False,False
TN71XN4224,,CAM_29,CAM_18,CAM_27,CAM_27,0.0,0.0,False,False
TN45JP3284,CAM_10,CAM_30,CAM_27,CAM_20,CAM_20,0.11392405063291139,0.1511627906976744,False,False
TN45RT3873,CAM_01,CAM_11,CAM_27,CAM_02,CAM_02,0.29411764705882354,0.2978723404255319,False,False
TN08DY8029,,CAM_01,CAM_11,CAM_11,CAM_11,0.2534562211981567,0.2534562211981567,True,True
TN71ZB6820,,CAM_01,CAM_11,CAM_11,CAM_11,0.2534562211981567,0.2534562211981567,True,True
TN50BK5166,CAM_01,CAM_11,CAM_02,CAM_02,CAM_02,0.4764705882352941,0.6808510638297872,True,True
TN81AG8976,,CAM_29,CAM_01,CAM_27,CAM_27,0.14285714285714285,0.14285714285714285,False,False
TN92VG5580,,CAM_27,CAM_25,CAM_02,CAM_02,0.0,0.0,False,False
TN18SL3459,CAM_11,CAM_02,CAM_22,CAM_22,CAM_22,0.6201550387596899,1.0,True,True
TN75HU4770,,CAM_10,CAM_30,CAM_30,CAM_30,0.5943775100401606,0.5943775100401606,True,True
TN17YE4234,,CAM_14,CAM_09,CAM_01,CAM_01,0.0,0.0,False,False
TN12ZL2779,CAM_24,CAM_15,CAM_05,CAM_01,CAM_01,0.0,0.0,False,False
TN06UY3064,,CAM_10,CAM_30,CAM_30,CAM_30,0.5943775100401606,0.5943775100401606,True,True
TN88ZY6573,,CAM_03,CAM_10,CAM_27,CAM_27,0.0,0.0,False,False
TN10ZX1059,CAM_01,CAM_11,CAM_27,CAM_02,CAM_02,0.29411764705882354,0.2978723404255319,False,False
TN58YJ5285,,CAM_12,CAM_28,CAM_15,CAM_15,0.0,0.0,False,False
TN60YT6527,,CAM_27,CAM_02,CAM_02,CAM_02,0.17073170731707318,0.17073170731707318,True,True
TN16CM3035,CAM_01,CAM_11,CAM_02,CAM_02,CAM_02,0.4764705882352941,0.6808510638297872,True,True
TN25UZ8428,,CAM_04,CAM_14,CAM_15,CAM_15,0.0,0.0,False,False
TN43FP3318,,CAM_22,CAM_10,CAM_14,CAM_14,0.0,0.0,False,False
TN47MJ5388,,CAM_09,CAM_11,CAM_11,CAM_11,0.3111111111111111,0.3111111111111111,True,True
TN70MW6253,,CAM_25,CAM_04,CAM_15,CAM_15,0.0,0.0,False,False
TN50TA1556,,CAM_18,CAM_10,CAM_15,CAM_15,0.0,0.0,False,False
TN70RC9658,,CAM_26,CAM_03,CAM_22,CAM_22,0.0,0.0,False,False
